"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","OB_3m3","OB_3m2","OB_3m1","OB_12m1","OB_12m3","OB_29m3","OB_29m2","OB_29m1"
"Dusp4",175.114408179235,0.689411093639789,0.213860215703713,3.2236528489942,0.000611112765825483,0.107518783680222,290.058163743509,204.500797132017,164.902959205078,186.398839707073,197.825888381688,120.572018422148,118.034774803451,118.621824038912
"Fth1",3958.92945527034,-0.357780827171393,0.111925813937478,-3.19658901360547,0.000679137288031928,0.116535714018229,3749.38342186347,3606.21639144864,4467.95406690647,3617.58524829553,3174.33061449326,4281.89312791287,4438.75726531511,4335.31550592741
"Trim30a",65.3680005555108,-0.95268397455146,0.297981024497009,-3.19712967011771,0.000677712057186364,0.116535714018229,51.9051450909437,30.2374719494811,34.8128469432942,60.624865341621,43.7587218540139,123.744966275363,77.9679246408119,99.8920623485577
"Col6a6",22.6120148333944,-1.47945842598104,0.465819176293804,-3.17603589820421,0.000735429676268051,0.124894155228491,7.63310957219761,12.7315671366236,13.7419132670898,17.1921259924,10.9396804635035,28.5565306789299,47.6470650582739,42.454126498137
"Xdh",139.385051912451,-0.618909486803636,0.195679560369518,-3.16287243100351,0.000773727806956837,0.126194239247524,88.5440710374923,86.7338011182484,74.2063316422851,119.440033210358,143.12748606417,222.899586688314,184.090933179695,196.038172359045
"Pcdhb8",135.123433813153,-0.667061054887946,0.210502491669784,-3.16889861776252,0.000755970873656642,0.126194239247524,74.8044738075366,93.0995846865602,97.1095204207681,98.6285122721893,142.215846025545,177.685079780008,185.173821021928,212.270632490685
"Bpifb9a",6.56069913174718,-4.04572632244001,1.27783149066973,-3.16608750995766,0.000764206542853918,0.126194239247524,1.52662191443952,0,3.66451020455729,1.80969747288421,0,6.34589570642886,21.65775684467,17.4811109109976
"Gbp9",117.446127997069,-0.673077566636956,0.212660461470876,-3.1650338853851,0.000767314739131608,0.126194239247524,90.0706929519318,87.5295240642874,105.354668381022,110.391545845937,82.9592435149013,146.748838211167,159.184512808324,157.329998198978
"Eya4",75.8583035314633,-0.774275931170944,0.245227609033821,-3.15737666823704,0.000790258601032434,0.127186436543755,56.4850108342623,57.2920521148063,50.3870153126627,63.3394115509473,61.0798825878943,115.019359679023,99.6256814854819,103.638014686629
"Golga7b",827.636376912588,0.366152877756388,0.116027682707491,3.15573722763618,0.000795253017908504,0.127186436543755,848.801784428374,822.777526204301,928.953336855272,873.17903066663,984.571241715312,701.221475560389,746.10972329888,715.476896571545
"Ermn",690.042922854235,-0.44854282602443,0.142388539774866,-3.15013291612956,0.00081254816482601,0.128702941530566,720.565543615454,549.048832766893,578.992612320051,671.397762440041,533.309422595794,818.620546129323,781.845022092586,866.563640873738
"Pcdhb6",292.10032863559,-0.516369346270249,0.16617872701069,-3.10731316552348,0.000956671036265178,0.149516890559955,225.940043337049,178.241939912731,162.15457655166,316.697057754736,246.142810428828,412.483220917876,376.844969097257,418.298011084586
"Pcdhb14",385.212650477783,-0.421587101805193,0.135741081845199,-3.10581804767091,0.000962107108562815,0.149516890559955,242.732884395884,251.448450948316,287.664051057747,390.894654142989,372.860775797743,485.461021541808,534.946594063348,515.692771874429
"Col1a1",291.322079962193,-0.678728454469643,0.219265164583829,-3.09546870228059,0.00100052762224578,0.154034500198643,319.06398011786,375.581230530397,301.405964324837,164.682470032463,227.910009656322,284.772069825995,429.906473366699,227.254441842969
"Irf9",185.144647678767,-0.606011422125949,0.196165912202528,-3.08927996368851,0.00102417609845573,0.156215304350567,134.342728470678,156.757420369678,156.657811244824,193.63762959861,121.248125137163,248.283169514029,231.737998237969,238.492298857182
"Mtrnr2l",116.361382587475,-3.37226586329678,1.09432265625261,-3.08160106530624,0.00105423782879943,0.159325318842321,32.05906020323,27.8503031113642,58.6321632729166,6.33394115509473,42.8470818153886,514.810789184041,188.422484548629,59.9352374091346
"Plxna2",1845.006875631,0.320461830449689,0.105097634807233,3.04918213466431,0.00119037134120514,0.177684805725742,2036.51363386232,1984.53302742121,1860.65505636396,1922.80356493947,2111.35832945617,1613.44398335954,1726.1232205202,1504.62418912515
"Psmb8",38.346950213316,-1.0999695222071,0.360926567385882,-3.04762691805692,0.00119729335491758,0.177684805725742,22.8993287165928,32.624640787598,33.8967193921549,20.8115209381684,30.9957613132598,60.2860092110742,62.8074948495429,42.454126498137
"Naip2",27.5448778497364,-1.33998754878696,0.440781591389948,-3.04002611488716,0.00123166139497877,0.181153197852547,29.0058163743509,15.9144589207795,21.9870612273437,20.8115209381684,10.9396804635035,30.9362415688407,43.3155136893399,47.4487296155649
"D14Ertd668e",15.9806157992871,-1.67121911084729,0.551421947250744,-3.03074463970755,0.00127486382098074,0.18191314982098,7.63310957219761,9.54867535246771,6.41289285797525,12.6678823101895,5.46984023175173,33.3159524587515,30.320859582538,22.4757140284255
